,Street,Address,Suburb,State,Postcode,Type,Date,Method,Price,Bedrooms,Bathrooms,Cars,Area,Agent,Latitude,Longitude,Distance
59781,8 Milton Street ,ASCOT VALE VIC 3032,ASCOT VALE,VIC,3032,House,20-Nov-21,auction,2316000,4,2,4,996,Jellis Craig Kensington,-37.7738078,144.9216969,5.786660821
59782,20 Dueran Street ,MOUNT ELIZA VIC 3930,MOUNT ELIZA,VIC,3930,New house and land,25-May-22,private treaty,1431000,4,2,2,996,UNKNOWN,-38.1945846,145.0875521,43.69025873
59783,39 Belgrave Road ,MALVERN EAST VIC 3145,MALVERN EAST,VIC,3145,House,26-Oct-19,auction,1930000,4,2,6,996,Jellis Craig Carnegie,-37.883781,145.0676495,12.00383083
59784,4 Mccubbin Street ,BURWOOD VIC 3125,BURWOOD,VIC,3125,House,16-Oct-21,auction,2160000,3,2,2,996,Fletchers Blackburn,-37.8537322,145.127379,15.08097781
59785,16 Bruarong Crescent ,FRANKSTON SOUTH VIC 3199,FRANKSTON SOUTH,VIC,3199,House,12-Jul-21,private treaty,1800000,4,3,2,996,UNKNOWN,-38.1578635,145.1080434,40.27870543
59786,18 Timmins Crescent ,RYE VIC 3941,RYE,VIC,3941,House,11-Apr-21,private treaty,1795000,4,3,9,996,OBrien Real Estate Rye,-38.3794031,144.8181005,64.13500978
59787,29 Kananook Avenue ,SEAFORD VIC 3198,SEAFORD,VIC,3198,House,4-Dec-21,auction,1420000,4,2,2,996,OBrien Real Estate Frankston,-38.1163218,145.1279415,36.57813886
59789,123-125 Essex Street ,PASCOE VALE VIC 3044,PASCOE VALE,VIC,3044,House,12-Dec-21,private treaty,1940000,3,1,2,996,Frank Dowling,-37.7261285,144.9362363,10.08006231
59790,2 Legacy Drive ,MOUNT MARTHA VIC 3934,MOUNT MARTHA,VIC,3934,House,27-Nov-21,auction,1425000,4,2,2,996,Bonaccorde Property Services,-38.2764033,145.0148127,51.60755273
59791,8 Buchanan Street ,IVANHOE VIC 3079,IVANHOE,VIC,3079,House,13-Jul-13,auction,1910000,3,2,2,997,Miles Real Estate Ivanhoe,-37.7733322,145.0379497,7.993395728
59792,56 Eucalyptus Road ,ELTHAM VIC 3095,ELTHAM,VIC,3095,House,1-May-21,auction,1100000,3,2,1,997,Jellis Craig Eltham,-37.716982,145.1653755,20.81171272
59793,No Street Found,WHEELERS HILL VIC 3150,WHEELERS HILL,VIC,3150,House,25-Feb-14,private treaty,2718800,4,3,6,0,Harcourts Judd White,-37.90283892,145.1839526,21.75152354
59794,18 Balnarring Beach Road ,BALNARRING VIC 3926,BALNARRING,VIC,3926,House,2-Jul-22,auction,1060000,3,2,2,997,UNKNOWN,-38.3799367,145.1257665,64.51453252
59796,16 Sherbrooke Mews ,SOMERVILLE VIC 3912,SOMERVILLE,VIC,3912,House,7-Jul-21,private treaty,1451000,4,2,4,997,UNKNOWN,-38.2322222,145.1889823,50.52987794
59797,126 Balnarring Beach Road ,BALNARRING VIC 3926,BALNARRING,VIC,3926,House,14-Jul-21,private treaty,1200000,3,1,1,997,UNKNOWN,-38.3799367,145.1257665,64.51453252
59798,3 Dalvista Court ,WERRIBEE VIC 3030,WERRIBEE,VIC,3030,House,14-Jun-22,auction,825000,4,2,6,997,Ray White Werribee,-37.9052788,144.6309167,30.8849685
59799,9 Elm Street ,WHITTLESEA VIC 3757,WHITTLESEA,VIC,3757,House,13-Jun-22,private treaty,804000,3,2,8,998,Frost Real Estate,-37.5088749,145.1210446,36.69836065
59800,18 Lollipop Drive ,WYNDHAM VALE VIC 3024,WYNDHAM VALE,VIC,3024,House,31-Mar-22,private treaty,820000,3,2,3,998, @realty,-37.8870983,144.6148558,31.64695546
59801,30 Huntingtower Crescent ,LANGWARRIN VIC 3910,LANGWARRIN,VIC,3910,House,16-Aug-21,private treaty,1150000,4,2,2,998,UNKNOWN,-38.1552561,145.1981153,43.16527485
59802,6 Bagley Street ,BRIGHTON VIC 3186,BRIGHTON,VIC,3186,House,12-May-18,auction,4220000,4,2,2,998,Buxton Real Estate Brighton,-37.9242313,144.996259,12.57718539
59803,7-8 Nevair Court ,HIGHTON VIC 3216,HIGHTON,VIC,3216,House,11-Dec-20,private treaty,1875000,4,2,3,998,Whitford,-38.1558255,144.3101745,68.70844511
59806,11 St Huberts Road ,CARNEGIE VIC 3163,CARNEGIE,VIC,3163,House,25-Jun-22,private treaty,1967500,4,2,4,999,Josh Hommelhoff,-37.890397,145.0504454,11.42650146
59807,13 Old Tom Morris Lane ,FINGAL VIC 3939,FINGAL,VIC,3939,House,18-Dec-20,private treaty,1600000,4,2,2,999,UNKNOWN,-38.4035221,144.843725,66.37646338
59808,61 Madeline Street ,GLEN WAVERLEY VIC 3150,GLEN WAVERLEY,VIC,3150,House,10-Jul-21,private treaty,1700000,4,2,2,999,Harcourts First,-37.8718091,145.1661602,18.94674532
59809,35 Erlandsen Avenue ,SORRENTO VIC 3943,SORRENTO,VIC,3943,House,30-Dec-17,private treaty,1850000,5,2,3,999,Kay & Burton Portsea,-38.3455061,144.7509709,61.94657595
59810,26 St Andrews Drive ,WERRIBEE VIC 3030,WERRIBEE,VIC,3030,House,4-Jun-22,private treaty,780000,4,2,2,999,hockingstuart Wyndham City,-37.9054392,144.6319132,30.8081529
59811,15 Park Avenue ,MORNINGTON VIC 3931,MORNINGTON,VIC,3931,House,27-Sep-21,private treaty,1750000,4,3,3,999,Eview Real Estate - Mornington Peninsula,-38.2434671,145.0685504,48.63003527
59813,14/21-23 Hill Street ,FRANKSTON VIC 3199,FRANKSTON,VIC,3199,Retirement Living,16-Nov-21,private treaty,340000,2,1,1,99,UNKNOWN,-38.1444729,145.1268808,39.43912331
59814,1211 & 1212/26 Southgate Avenue ,SOUTHBANK VIC 3006,SOUTHBANK,VIC,3006,Apartment ,8-Dec-21,private treaty,1075000,2,2,1,99,Ray White Southbank & Port Phillip,-37.8253618,144.9640203,1.241865896
59815,1001/18 Waterview Walk ,DOCKLANDS VIC 3008,DOCKLANDS,VIC,3008,Apartment ,3-May-22,private treaty,720000,2,2,1,99,Barry Plant Docklands,-37.8191279,144.947233,1.502354842
59816,2/539 Gilbert Road ,PRESTON VIC 3072,PRESTON,VIC,3072,Townhouse,17-Jun-22,private treaty,650000,2,2,1,99,hockingstuart Preston,-37.7331815,144.9908936,9.337597097
